precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL VERDE-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL ALTERNATIVA PENTRU DEMNITATE NATIONALĂ-voturi","BĂLAN LUCIAN-DANIEL-voturi"
38,TULCEA,"LICEUL ”JEAN BART”, LOCALITATEA SULINA",73,"ORAŞ SULINA",159767,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:14",1082,1060,0,11,11,501,479,0,11,11,475,26,1166,665,47,74,108,24,120,76,3,1,8,8,6
38,TULCEA,"LICEUL ”JEAN BART”, LOCALITATEA SULINA",72,"ORAŞ SULINA",159767,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:15:12",221,208,0,10,3,111,98,0,10,3,107,4,230,119,3,17,26,6,31,8,1,1,12,0,2
38,TULCEA,"LICEUL TEHNOLOGIC TOPOLOG",191,TOPOLOG,161384,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:09:20",1001,990,0,7,4,557,546,0,7,4,500,38,1090,533,25,22,170,43,178,24,0,6,16,3,13
38,TULCEA,"LICEUL TEHNOLOGIC TOPOLOG TOPOLOG",190,TOPOLOG,161384,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:47:28",915,912,0,2,1,530,527,0,2,1,462,68,1003,473,24,27,165,34,162,9,1,2,10,5,23
38,TULCEA,"LICEUL TEHNOLOGIC ”VASILE BACALU”",146,MAHMUDIA,160724,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:15:16",1124,1100,1,10,13,640,617,0,10,13,606,32,1213,573,35,17,347,7,143,35,10,4,3,4,1
38,TULCEA,"LICEUL TEHNOLOGIC ”VASILE BACALU”",145,MAHMUDIA,160724,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:13",1056,1033,0,3,20,577,554,0,3,20,539,38,1165,588,16,14,322,16,113,33,12,3,4,3,3
38,TULCEA,"LICEUL TEORETIC ”CONSTANTIN BRĂTESCU”",61,"ORAŞ ISACCEA",159687,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:06:18",1173,1146,1,14,12,566,540,0,14,12,510,56,1264,698,17,32,148,92,140,63,2,2,7,6,1
38,TULCEA,"LICEUL TEORETIC” GHEORGHE MUNTEANU MURGOCI”",70,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:31",942,929,0,7,6,335,322,0,7,6,294,41,1034,699,10,31,86,7,119,8,3,0,13,1,16
38,TULCEA,"LICEUL TEORETIC” GHEORGHE MUNTEANU MURGOCI”",69,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:57:07",1426,1412,0,7,7,554,540,0,7,7,497,57,1565,1011,10,36,141,11,218,14,11,9,21,8,18
38,TULCEA,"LICEUL TEORETIC ”GRIGORE MOISIL”",30,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:30:39",1204,1146,1,12,45,489,435,0,12,42,472,17,1272,783,16,15,146,29,155,40,8,5,34,2,22
38,TULCEA,"LICEUL TEORETIC ”GRIGORE MOISIL”",29,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:29",1282,1270,1,10,1,507,496,0,10,1,498,9,1400,893,16,28,139,34,178,45,6,5,32,3,12
38,TULCEA,"LICEUL TEORETIC ”ION CREANGĂ”",14,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:50:41",990,982,2,6,0,391,385,0,6,0,380,11,1089,698,12,13,90,24,148,36,4,3,40,0,10
38,TULCEA,"LICEUL TEORETIC ”ION CREANGĂ”",13,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:33:02",1188,1171,3,12,2,461,447,0,12,2,451,10,1300,839,24,18,120,34,135,45,9,2,50,4,10
38,TULCEA,"PRIMĂRIA ORAŞULUI SULINA",74,"ORAŞ SULINA",159767,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:47:51",1063,1037,2,7,17,564,540,0,7,17,533,30,1170,607,37,72,148,23,139,63,3,5,21,10,12
38,TULCEA,"PUNCT DE ÎNCASARE TAXE ŞI IMPOZITE LOCALE",28,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:11:47",1712,1699,4,9,0,659,650,0,9,0,645,14,1896,1237,25,26,184,43,213,72,4,3,53,5,17
38,TULCEA,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",204,VĂCĂRENI,161543,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:35:23",1877,1809,2,26,40,1081,1013,2,26,40,977,104,1989,908,24,52,382,23,214,258,3,5,5,5,6
38,TULCEA,"SALA DE SPORT MULTIFUNCŢIONALĂ",33,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:45:17",1472,1455,0,13,4,510,493,0,13,4,491,18,1600,1090,14,14,165,38,174,22,7,3,37,2,15
38,TULCEA,"”SALA DE SPORT TOMA AUREL”",59,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:28:26",1278,1250,0,27,1,663,635,0,27,1,643,20,1380,717,6,10,312,13,266,20,0,2,2,4,8
38,TULCEA,SCOALA,127,HAMCEARCA,160476,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:02:56",566,528,0,20,18,363,325,0,20,18,322,41,577,214,7,10,170,13,115,0,3,3,0,0,1
38,TULCEA,SCOALA,126,HAMCEARCA,160476,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:05:22",330,285,0,33,12,245,200,0,33,12,226,19,310,65,4,3,19,30,162,2,0,2,1,0,3
38,TULCEA,SCOALA,125,HAMCEARCA,160476,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:50",276,263,0,3,10,179,166,0,3,10,157,22,298,119,2,4,78,12,52,3,0,2,1,1,2
38,TULCEA,ŞCOALA,91,CASIMCEA,159963,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:30:56",37,30,0,7,0,31,24,0,7,0,29,2,53,22,2,6,3,1,17,0,0,0,0,0,0
38,TULCEA,ŞCOALA,85,BEŞTEPE,161552,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:41:25",64,61,0,3,0,42,39,0,3,0,37,5,68,26,2,1,22,3,5,4,0,0,0,0,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV",185,SOMOVA,161302,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:31:55",648,640,3,4,1,311,305,1,4,1,278,33,712,401,19,10,46,28,125,28,4,9,4,3,2
38,TULCEA,"ŞCOALA CU CLASELE I-IV",184,SOMOVA,161302,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:33",1522,1501,9,9,3,765,753,0,9,3,719,46,1645,880,62,35,103,136,254,82,7,6,21,7,6
38,TULCEA,"ŞCOALA CU CLASELE I-IV",168,NUFĂRU,161053,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:57:24",190,184,0,6,0,103,97,0,6,0,98,5,200,97,2,28,18,10,29,0,10,0,0,0,1
38,TULCEA,"ŞCOALA CU CLASELE I-IV",162,NALBANT,160993,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:15:46",288,275,0,7,6,193,180,0,7,6,175,18,300,107,6,2,11,63,65,1,1,0,25,1,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV",150,"MIHAI BRAVU",160831,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:35",571,550,0,12,9,344,323,0,12,9,322,22,635,291,9,39,161,28,69,2,1,8,2,2,1
38,TULCEA,"ŞCOALA CU CLASELE I-IV",128,HORIA,160528,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:07:41",108,97,0,8,3,75,64,0,8,3,69,6,100,25,5,3,37,4,18,0,1,0,0,1,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV BAIA",76,BAIA,159785,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:00",837,789,0,29,19,580,532,0,29,19,529,51,896,316,8,9,237,189,54,19,1,3,3,4,2
38,TULCEA,"ŞCOALA CU CLASELE I-IV CAUGAGIA",78,BAIA,159785,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:24:03",199,181,0,14,4,139,121,0,14,4,126,13,197,58,2,3,38,59,19,2,1,0,1,1,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV COLINA",157,MURIGHIOL,160911,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:24:13",118,112,0,6,0,62,56,0,6,0,54,8,125,63,1,9,10,8,14,5,1,1,3,1,1
38,TULCEA,"ŞCOALA CU CLASELE I-IV DUNAVĂȚU DE JOS",158,MURIGHIOL,160911,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:34",544,535,0,9,0,325,316,0,9,0,289,36,591,266,14,17,37,35,126,51,1,3,2,3,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV DUNAVĂȚU DE SUS",159,MURIGHIOL,160911,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:48:09",132,124,0,8,0,70,62,0,8,0,61,9,135,65,1,1,5,4,44,5,0,1,0,0,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV PLOPUL",160,MURIGHIOL,160911,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:32",511,505,0,6,0,220,214,0,6,0,208,12,553,333,10,20,22,22,78,42,4,3,2,4,1
38,TULCEA,"ŞCOALA CU CLASELE I-VIII",169,NUFĂRU,161053,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:19:02",1070,1037,0,23,10,626,593,0,23,10,574,52,1133,507,17,204,181,16,118,17,10,0,7,1,3
38,TULCEA,"ŞCOALA CU CLASELE I-VIII",163,NALBANT,160993,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:16:16",793,772,1,3,17,443,423,0,3,17,409,34,845,380,19,10,89,76,97,1,8,1,101,2,5
38,TULCEA,"ŞCOALA CU CLASELE I-VIII",151,"MIHAI BRAVU",160831,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:20:36",562,537,5,11,9,273,253,0,11,9,247,26,600,327,5,11,149,6,58,0,1,2,15,0,0
38,TULCEA,"ŞCOALA GENERALĂ",140,JURILOVCA,160644,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:12:07",967,951,2,12,2,477,463,0,12,2,453,24,1050,573,9,15,348,15,43,10,1,4,6,0,2
38,TULCEA,"ŞCOALA GENERALĂ",144,LUNCAVIŢA,160680,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:56",609,592,0,10,7,262,245,0,10,7,233,29,671,409,13,11,37,47,89,5,3,2,17,7,2
38,TULCEA,"ŞCOALA GENERALĂ",192,TOPOLOG,161384,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:46:28",104,99,0,5,0,61,56,0,5,0,57,4,108,47,4,2,16,4,26,2,0,2,0,1,0
38,TULCEA,"ŞCOALA GENERALĂ",193,TOPOLOG,161384,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:52:13",188,179,0,9,0,109,100,0,9,0,88,21,197,88,6,7,25,8,31,3,0,2,2,1,3
38,TULCEA,"ŞCOALA GENERALĂ",194,TOPOLOG,161384,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:22:35",514,507,0,7,0,276,269,0,7,0,236,40,558,282,9,10,48,17,125,8,4,2,6,2,5
38,TULCEA,"ŞCOALA GENERALĂ",195,TOPOLOG,161384,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:25:52",215,210,0,5,0,115,110,0,5,0,99,16,230,115,7,2,34,2,45,6,3,0,0,0,0
38,TULCEA,"ŞCOALA GENERALĂ",196,TOPOLOG,161384,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:29:48",195,189,0,6,0,119,113,0,6,0,105,14,207,88,4,9,27,4,57,2,0,0,1,0,1
38,TULCEA,"ŞCOALA GENERALĂ",197,TOPOLOG,161384,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 15:21:47",436,428,0,4,4,252,244,0,4,4,222,28,474,224,11,23,73,35,54,9,2,0,6,2,7
38,TULCEA,"ŞCOALA GENERALĂ CU CLASELE I-IV",182,"SLAVA CERCHEZĂ",161259,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:56",946,915,0,23,8,432,401,0,23,8,357,75,1000,568,11,45,144,40,92,4,5,4,4,3,5
38,TULCEA,"SCOALA GENERALA NR.1 MIRCEA CEL BATRAN",55,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:30:17",1872,1814,0,29,29,828,770,0,29,29,786,42,1995,1167,18,28,321,11,339,32,3,6,10,5,13
38,TULCEA,"SCOALA GENERALA NR.2",56,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:37",1366,1344,1,21,0,724,703,0,21,0,688,36,1486,762,9,19,314,12,296,24,1,3,4,1,5
38,TULCEA,"ŞCOALA GENERALĂ NR. 3 ”CONSTANTIN BRÂNCOVEANU”",57,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:28:09",1427,1412,0,13,2,565,550,0,13,2,471,94,1555,990,5,2,288,10,153,4,0,2,6,0,1
38,TULCEA,"ŞCOALA GENERAL PRAPORGESCU",104,CERNA,160127,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:18:31",155,149,0,6,0,83,77,0,6,0,75,8,165,82,2,5,40,0,25,0,0,0,3,0,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ",132,IZVOARELE,160564,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:53:15",1297,1163,1,27,106,827,722,0,27,78,764,63,1385,558,19,13,206,23,459,15,3,10,5,5,6
38,TULCEA,"ŞCOALA GIMNAZIALĂ",88,"C.A. ROSETTI",159883,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:33:22",231,227,0,2,2,118,114,0,2,2,108,10,253,135,4,4,50,18,16,14,1,0,0,0,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ",107,CIUCUROVA,160225,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:56:21",1125,1121,0,3,1,622,618,0,3,1,533,89,1230,608,153,5,95,12,227,15,0,4,4,6,12
38,TULCEA,"ŞCOALA GIMNAZIALĂ",92,CASIMCEA,159963,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:49:12",637,591,0,19,27,637,591,0,19,27,566,71,1189,552,13,115,62,6,296,54,4,4,6,5,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CIUCURENCU”",24,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 15:00:34",1656,1649,0,7,0,584,577,0,7,0,559,25,1800,1216,18,14,182,40,187,39,9,5,49,0,16
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CIUCURENCU”",23,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:40:53",1268,1249,0,13,6,502,483,0,13,6,481,21,1380,878,16,11,172,20,142,51,4,20,38,3,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ BAIA",75,BAIA,159785,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-29 17:49:07",1677,1561,0,88,28,1084,968,0,88,28,979,73,1710,626,0,20,464,236,185,41,6,5,11,7,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ BEŞTEPE",84,BEŞTEPE,161552,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:10:14",1443,1412,0,6,25,783,752,0,6,25,702,81,1554,771,23,51,268,91,208,32,5,3,16,1,4
38,TULCEA,"ŞCOALA GIMNAZIALA CARCALIU",90,CARCALIU,159945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:46:58",1165,1122,0,19,24,452,411,0,19,22,378,74,1238,786,16,30,169,100,30,2,12,3,5,3,8
38,TULCEA,"ŞCOALA GIMNAZIALA CARCALIU",89,CARCALIU,159945,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:37:56",1407,1362,0,16,29,551,506,0,16,29,500,51,1500,949,24,25,243,121,52,6,12,5,3,3,6
38,TULCEA,"ŞCOALA GIMNAZIALĂ CEAMURLIA DE SUS",80,BAIA,159785,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:14:59",377,321,0,29,27,377,321,0,29,27,322,55,540,163,6,10,146,69,75,2,2,5,3,4,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",25,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:26",1683,1676,1,6,0,642,636,0,6,0,625,17,1855,1213,17,18,182,68,210,63,6,6,40,2,13
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",27,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:25:30",1534,1523,2,7,2,647,638,0,7,2,629,18,1691,1044,13,22,185,40,215,81,8,5,38,5,17
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",26,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:11",1385,1382,1,2,0,502,500,0,2,0,494,8,1500,998,30,13,130,37,177,42,4,7,35,4,15
38,TULCEA,"ŞCOALA GIMNAZIALĂ CRISAN",110,CRIŞAN,160261,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:17:37",378,363,3,2,10,243,231,0,2,10,227,16,410,167,33,16,57,40,54,10,6,3,4,0,4
38,TULCEA,"SCOALA GIMNAZIALA DOROBANTU",114,DOROBANŢU,160323,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:43:29",654,627,0,8,19,405,378,0,8,19,368,37,685,280,9,21,190,13,105,6,3,2,6,3,10
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",16,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:25",975,964,0,11,0,386,375,0,11,0,377,9,1073,687,11,14,105,31,143,40,4,2,20,1,6
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ELENA DOAMNA”",15,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:27",1319,1257,21,7,34,543,502,0,7,34,532,11,1395,852,16,23,164,31,195,50,8,5,29,1,10
