precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","MILITARU IONEL-voturi"
40,VÂLCEA,"ANEXĂ PRIMĂRIE",303,MILCOIU,171469,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:22:38",257,212,0,18,27,176,131,0,18,27,138,38,260,84,9,34,66,3,24,0,0,0,0,1,1,0,0
40,VÂLCEA,"CĂMIN CULTURAL(FOSTUL CĂMIN CULTURAL DIN CURTEA PRIMĂRIEI)",319,ORLEŞTI,171879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:50:40",1502,1478,1,1,22,814,790,1,1,22,726,88,1650,836,14,261,379,19,9,3,9,5,1,5,16,2,3
40,VÂLCEA,"CĂMIN CULTURAL GREBLEŞTI",188,CÂINENI,169119,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:12",714,556,0,145,13,535,377,0,145,13,494,41,610,75,9,167,257,0,1,5,6,2,3,2,39,2,1
40,VÂLCEA,"CĂMIN CULTURAL SINEȘTI",366,SINEŞTI,172992,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:44:31",752,660,0,65,27,497,405,0,65,27,472,25,860,363,5,153,271,5,4,4,16,1,1,3,5,1,3
40,VÂLCEA,"CĂMIN CULTURAL VOICEŞTI",427,VOICEŞTI,174218,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:27:02",1324,1234,1,34,55,943,853,1,34,55,904,39,1390,447,6,419,441,14,1,3,5,3,2,2,5,1,2
40,VÂLCEA,"CĂMINUL CULTURAL BALOTA",348,RACOVIŢA,172509,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:43:41",329,315,0,13,1,214,200,0,13,1,190,24,350,136,1,45,45,1,0,93,2,1,1,0,1,0,0
40,VÂLCEA,"CĂMINUL CULTURAL BĂRBĂTEŞTI",164,BĂRBĂTEŞTI,168559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:41:20",1254,1245,0,7,2,677,668,0,7,2,630,47,1370,693,15,415,63,8,4,7,11,0,5,9,89,3,1
40,VÂLCEA,"CĂMINUL CULTURAL BÂRLOGU",378,STOENEŞTI,173230,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:07:10",297,276,0,21,0,221,200,0,21,0,212,9,300,79,1,36,142,2,5,1,14,0,0,2,6,2,1
40,VÂLCEA,"CĂMINUL CULTURAL BOGDĂNEȘTI",415,TOMŞANI,173935,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:59",595,588,0,5,2,411,404,0,5,2,371,40,650,239,6,139,187,8,5,0,14,0,1,1,5,1,4
40,VÂLCEA,"CĂMINUL CULTURAL CĂLINEŞTI",136,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:20:46",555,543,0,12,0,278,266,0,12,0,253,25,600,322,5,144,56,2,5,3,9,8,2,1,14,3,1
40,VÂLCEA,"CĂMINUL CULTURAL CREMENARI",239,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:57:25",348,336,0,10,2,237,225,0,10,2,225,12,370,133,5,167,26,5,5,2,4,1,0,1,2,1,6
40,VÂLCEA,"CAMINUL CULTURAL DIANU",388,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:14:34",415,399,0,7,9,246,230,0,7,9,207,39,450,204,2,88,82,5,7,2,1,0,2,1,7,8,2
40,VÂLCEA,"CĂMINUL CULTURAL DÎNGEŞTI",167,BERISLĂVEŞTI,168675,6,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 12:58:45",277,253,0,11,13,185,161,0,11,13,184,1,287,102,1,135,40,1,3,1,0,0,1,0,1,1,0
40,VÂLCEA,"CĂMINUL CULTURAL DOBRICENI",379,STOENEŞTI,173230,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:58",1019,1010,0,9,0,603,594,0,9,0,549,54,1110,507,3,126,378,10,12,0,2,2,0,5,9,2,0
40,VÂLCEA,"CĂMINUL CULTURAL DRĂGANI",424,"VALEA MARE",174085,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:38:55",465,434,3,27,1,282,254,0,27,1,260,22,480,198,0,119,98,5,7,2,11,1,3,0,14,0,0
40,VÂLCEA,"CĂMINUL CULTURAL FOLEȘTII DE JOS",414,TOMŞANI,173935,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:01:30",678,669,0,9,0,406,397,0,9,0,366,40,740,334,15,204,116,6,5,2,8,3,0,2,2,1,2
40,VÂLCEA,"CĂMINUL CULTURAL FUMURENI",278,LUNGEŞTI,170952,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:51:53",564,533,0,15,16,347,316,0,15,16,315,32,580,233,13,81,95,1,1,4,15,0,3,3,94,5,0
40,VÂLCEA,"CĂMINUL CULTURAL GALICEA",233,GALICEA,169994,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:38",580,563,0,5,12,580,563,0,5,12,549,31,1030,450,3,337,134,16,3,3,19,2,1,5,22,3,1
40,VÂLCEA,"CĂMINUL CULTURAL GHIOROIU",241,GHIOROIU,170097,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:58:34",496,449,0,29,18,338,291,0,29,18,300,38,510,172,15,115,107,30,2,1,20,1,2,5,0,2,0
40,VÂLCEA,"CĂMINUL CULTURAL GURA VĂII",182,BUJORENI,168880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:48",1168,1148,1,10,9,634,615,0,10,9,591,43,1270,636,8,226,127,12,14,20,26,5,3,18,106,23,3
40,VÂLCEA,"CĂMINUL CULTURAL GUŞOIANCA",255,GUŞOENI,170444,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:41:57",480,462,0,4,14,324,308,0,4,12,303,21,510,186,11,184,93,2,0,0,3,4,2,1,0,1,2
40,VÂLCEA,"CĂMINUL CULTURAL IZVORU RECE",418,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:54",642,610,2,5,25,421,391,0,5,25,389,32,700,279,5,195,134,7,12,1,9,1,3,2,5,15,0
40,VÂLCEA,"CĂMINUL CULTURAL MĂGURA",295,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:46:31",748,735,0,13,0,423,410,0,13,0,406,17,810,387,8,214,92,4,2,2,68,1,0,1,10,2,2
40,VÂLCEA,"CĂMINUL CULTURAL MARIŢA",419,VAIDEENI,174021,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 09:38:20",484,463,0,16,5,284,263,0,16,5,258,26,510,226,4,161,59,0,1,4,1,8,5,0,4,11,0
40,VÂLCEA,"CÃMINUL CULTURAL MITROFANI",305,MITROFANI,174520,5,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:10:29",576,541,0,17,18,412,377,0,17,18,395,17,620,208,9,233,126,6,2,2,4,1,4,1,5,2,0
40,VÂLCEA,"CĂMINUL CULTURAL MLĂCENI",331,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:14:17",433,430,0,3,0,274,271,0,3,0,239,35,470,196,7,40,149,4,5,0,20,6,4,0,0,3,1
40,VÂLCEA,"CĂMINUL CULTURAL OTEŞANI",321,OTEŞANI,171931,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:36:39",1111,1080,0,7,24,630,599,0,7,24,561,69,1190,560,11,213,273,28,8,2,7,1,1,2,11,1,3
40,VÂLCEA,"CĂMINUL CULTURAL PĂUŞEŞTI",324,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:02",745,744,0,1,0,458,457,0,1,0,405,53,820,362,8,158,37,4,2,6,6,2,3,6,162,8,3
40,VÂLCEA,"CĂMINUL CULTURAL PERIŞANI",330,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:07",459,455,0,3,1,295,291,0,3,1,272,23,510,215,11,51,163,10,9,2,13,7,2,1,1,2,0
40,VÂLCEA,"CĂMINUL CULTURAL PISCU MARE",380,STOENEŞTI,173230,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:06:01",514,502,0,12,0,305,293,0,12,0,286,19,560,255,1,130,107,6,6,1,4,0,3,1,25,1,1
40,VÂLCEA,"CĂMINUL CULTURAL POJOGI - CERNA",390,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:16:19",217,199,0,8,10,139,121,0,8,10,124,15,230,91,1,43,69,3,3,0,0,0,0,0,5,0,0
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",246,GOLEŞTI,170220,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:47",773,753,0,7,13,467,447,0,7,13,431,36,860,393,12,163,180,11,4,2,8,1,9,4,32,3,2
40,VÂLCEA,"CĂMINUL CULTURAL POPEŞTI",339,POPEŞTI,172377,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:50",402,370,0,13,19,287,255,0,13,19,267,20,430,143,3,159,82,8,4,1,1,4,1,0,3,0,1
40,VÂLCEA,"CĂMINUL CULTURAL RACOVIŢA",345,RACOVIŢA,172509,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:02:02",829,768,0,49,12,567,506,0,49,12,519,48,900,333,11,287,128,4,12,38,18,2,3,5,10,0,1
40,VÂLCEA,"CĂMINUL CULTURAL RĂDĂCINEŞTI",168,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:34",566,531,0,21,14,395,360,0,21,14,367,28,590,195,1,151,166,6,15,1,2,4,2,2,15,2,0
40,VÂLCEA,"CĂMINUL CULTURAL RÂMEȘTI",150,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:05",383,371,0,12,0,238,226,0,12,0,221,17,410,172,3,121,69,2,1,4,8,0,1,0,6,4,2
40,VÂLCEA,"CĂMINUL CULTURAL ROBAIA",169,BERISLĂVEŞTI,168675,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:19:21",208,196,0,11,1,144,132,0,11,1,133,11,220,76,1,86,42,0,2,1,0,0,0,0,1,0,0
40,VÂLCEA,"CĂMINUL CULTURAL ROBEȘTI",189,CÂINENI,169119,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:01:30",190,170,0,18,2,118,98,0,18,2,102,10,190,78,3,32,51,3,1,0,2,1,0,0,7,0,2
40,VÂLCEA,"CĂMINUL CULTURAL ROMANII DE SUS",152,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:49:19",279,271,0,7,1,174,166,0,7,1,156,18,300,126,1,75,35,1,4,0,10,5,2,0,19,2,2
40,VÂLCEA,"CĂMINUL CULTURAL SĂLĂTRUCEL",360,SĂLĂTRUCEL,172894,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:38:22",1219,1187,2,18,12,798,767,1,18,12,734,64,1310,512,7,341,267,27,14,1,20,10,6,5,22,8,6
40,VÂLCEA,"CĂMINUL CULTURAL ŞERBĂNEŞTI",325,PĂUŞEŞTI,171995,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:10",486,484,0,2,0,304,302,0,2,0,269,35,540,236,6,107,38,1,6,3,4,0,2,1,99,1,1
40,VÂLCEA,"CĂMINUL CULTURAL SPINU",333,PERIŞANI,172153,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:29:01",293,292,0,1,0,169,168,0,1,0,148,21,330,161,9,40,77,2,1,0,5,10,1,2,0,1,0
40,VÂLCEA,"CĂMINUL CULTURAL STOENESTI",377,STOENEŞTI,173230,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:17:15",904,877,1,26,0,600,573,1,26,0,564,36,1040,440,11,92,394,11,22,0,14,2,3,4,10,0,1
40,VÂLCEA,"CĂMINUL CULTURAL STOENEŞTI",166,BERISLĂVEŞTI,168675,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:55:00",787,759,0,21,7,556,528,0,21,7,524,32,858,302,8,278,209,4,3,1,10,1,4,3,2,1,0
40,VÂLCEA,"CĂMINUL CULTURAL TĂNĂSEȘTI",153,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:26",129,118,0,10,1,90,79,0,10,1,83,7,130,40,1,39,28,2,4,1,4,0,0,0,2,1,1
40,VÂLCEA,"CĂMINUL CULTURAL TETOIU",406,TETOIU,173855,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:58:55",566,525,0,26,15,341,300,0,26,15,306,35,586,245,27,157,65,26,16,1,5,2,3,3,0,0,1
40,VÂLCEA,"CĂMINUL CULTURAL TOMŞANI",412,TOMŞANI,173935,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:19:24",948,941,0,6,1,589,582,0,6,1,545,44,1050,461,6,311,150,17,6,3,11,3,6,14,9,4,5
40,VÂLCEA,"CĂMINUL CULTURAL URȘANI",146,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:26:28",401,385,1,13,2,272,256,1,13,2,256,16,500,228,4,133,48,2,3,1,43,1,0,4,10,1,6
40,VÂLCEA,"CĂMINUL CULTURAL UŞUREI",400,ŞUŞANI,173793,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:14:49",466,438,0,23,5,301,273,0,23,5,280,21,580,279,4,128,125,7,3,1,8,0,3,1,0,0,0
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",417,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:24:33",1235,1189,0,10,36,821,775,0,10,36,723,98,1310,489,13,426,178,1,3,42,5,3,3,2,35,8,4
40,VÂLCEA,"CĂMINUL CULTURAL VAIDEENI",416,VAIDEENI,174021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:00:55",944,890,0,16,38,605,551,0,16,38,568,37,1080,475,9,340,139,11,3,5,12,1,2,7,32,6,1
40,VÂLCEA,"CĂMINUL CULTURAL VULPUEŞTI",296,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:12:39",643,638,0,5,0,318,313,0,5,0,296,22,700,382,2,181,76,3,3,2,16,0,2,5,2,2,2
40,VÂLCEA,"CĂMINUL CULTURAL ZMEURĂTU",381,STOENEŞTI,173230,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:13:09",152,140,0,12,0,152,140,0,12,0,79,7,160,74,0,25,43,1,3,0,1,0,0,0,4,0,2
40,VÂLCEA,"CARTIER PETRIŞOR - PT8",49,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:31:00",1552,1545,0,6,1,489,482,0,6,1,467,22,1720,1231,13,162,125,10,10,3,39,7,11,5,63,8,11
40,VÂLCEA,"CASA CĂSĂTORIILOR DIN CADRUL CLĂDIRII BIBLIOTECII COMUNALE",172,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:06:47",1302,1285,3,13,1,671,657,0,13,1,633,38,1450,779,15,129,376,7,19,2,40,0,3,9,15,14,4
40,VÂLCEA,"CASA DE CULTURĂ CONSTANTIN BRÂNCOVEANU",149,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:56:25",1104,1083,0,11,10,680,660,0,11,9,622,38,1200,520,22,302,160,10,8,1,54,3,5,1,38,7,11
40,VÂLCEA,"CASA DE CULTURĂ SLĂTIOARA",369,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:30:26",795,790,0,4,1,480,475,0,4,1,455,25,910,430,11,327,51,16,1,2,8,2,2,8,23,0,4
40,VÂLCEA,"CENTRUL CULTURAL TEPŞENARI",304,MILCOIU,171469,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:49:24",367,324,0,43,0,270,227,0,43,0,243,27,360,90,6,70,93,8,37,2,10,1,4,2,3,1,6
40,VÂLCEA,"CENTRUL DE INFORMARE TURISTICA CACIULATA",142,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:34",610,602,0,8,0,264,256,0,8,0,250,14,660,396,3,63,120,4,3,2,19,8,1,3,20,3,1
40,VÂLCEA,"CENTRUL DE INFORMARE TURISTICĂ CĂLIMĂNEŞTI",141,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:08",519,505,0,13,1,237,223,0,13,1,223,14,560,323,3,69,67,8,3,2,12,24,1,0,28,5,1
40,VÂLCEA,"CENTRUL DE ÎNGRIJIRE ȘI ASISTENȚĂ PENTRU PERSOANE VARSTNICE",225,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:40:59",412,366,0,39,7,258,212,0,39,7,248,10,400,142,0,25,197,1,8,0,0,1,0,3,9,0,4
40,VÂLCEA,"CENTRUL SOCIAL OBROCEŞTI",389,STROEŞTI,173533,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:44:46",282,266,0,13,3,172,156,0,13,3,145,27,300,128,4,56,49,0,6,0,5,0,0,0,20,5,0
40,VÂLCEA,"CENTRU SOCIAL RUDA",176,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:04:51",457,450,0,7,0,253,246,0,7,0,236,17,500,247,3,75,139,0,3,4,3,0,1,1,6,1,0
40,VÂLCEA,"CLĂDIRE GRĂDINIȚĂ PÎRÎIENII DE JOS",275,LIVEZI,170872,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:03",964,921,1,22,20,569,526,1,22,20,525,44,1040,471,5,334,56,55,20,1,26,2,3,6,11,0,6
40,VÂLCEA,"CLĂDIRE ȘCOALĂ I-IV TINA",273,LIVEZI,170872,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:53:36",614,575,0,29,10,402,363,0,29,10,353,49,700,298,4,159,56,53,13,0,23,4,0,1,34,1,5
40,VÂLCEA,"CLUBUL COPIILOR HOREZU",148,"ORAŞ HOREZU",168041,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:02:43",1067,1049,4,13,1,593,577,2,13,1,565,28,1196,603,11,266,145,10,13,5,43,12,8,4,26,11,11
40,VÂLCEA,"COLEGIUL ECONOMIC",53,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:57:59",1103,1092,0,11,0,391,380,0,11,0,375,16,1220,829,9,123,124,8,10,2,48,3,7,3,24,3,11
40,VÂLCEA,"COLEGIUL ECONOMIC",54,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:37:38",1090,1074,1,13,2,391,376,0,13,2,384,7,1200,808,6,147,105,14,10,1,35,4,2,0,43,6,11
40,VÂLCEA,"COLEGIUL ECONOMIC",55,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:46:16",1108,1095,0,13,0,360,347,0,13,0,343,17,1220,860,13,137,88,12,10,2,32,2,7,0,31,7,2
40,VÂLCEA,"COLEGIUL ENERGETIC",1,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:46:18",1743,1732,3,7,1,598,590,0,7,1,574,24,1930,1332,14,145,201,18,19,2,48,6,4,5,80,18,14
40,VÂLCEA,"COLEGIUL ENERGETIC",2,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:35",911,898,3,10,0,341,331,0,10,0,333,8,1040,699,10,90,96,18,10,4,43,2,9,5,34,5,7
40,VÂLCEA,"COLEGIUL NAȚIONAL ALEXANDRU LAHOVARI",30,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:40:40",1403,1379,10,14,0,503,489,0,14,0,494,9,1560,1057,19,161,144,18,12,1,56,9,5,7,52,9,1
40,VÂLCEA,"COLEGIUL NAȚIONAL ALEXANDRU LAHOVARI",29,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:27",1066,1051,6,9,0,386,377,0,9,0,381,5,1180,794,13,112,129,10,5,0,48,7,5,2,40,9,1
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",14,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:32",1021,1009,4,8,0,293,284,1,8,0,286,7,1130,837,11,108,77,5,11,2,23,3,0,2,37,3,4
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",16,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:34",1048,1041,0,7,0,344,337,0,7,0,337,7,1170,826,6,102,124,8,5,2,39,3,4,0,34,6,4
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",15,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:39:42",789,778,0,11,0,274,263,0,11,0,260,14,880,606,5,83,68,7,6,1,42,0,7,3,29,5,4
40,VÂLCEA,"COLEGIUL NAŢIONAL DE INFORMATICĂ ”MATEI BASARAB”",17,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:00:57",1293,1280,1,12,0,437,425,0,12,0,422,15,1420,983,7,152,114,14,14,2,41,4,3,5,44,11,11
40,VÂLCEA,"COLEGIUL NAȚIONAL GIB MIHĂESCU",99,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:08:50",1491,1467,0,19,5,567,543,0,19,5,539,28,1629,1062,17,181,171,49,13,4,46,4,1,4,25,12,12
40,VÂLCEA,"DADP - SEDIU, BL A17",34,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:19:46",1854,1837,4,13,0,628,615,0,13,0,618,10,2050,1422,14,184,231,14,9,2,85,2,4,4,59,7,3
40,VÂLCEA,"DIRECȚIA ADMINISTRĂRII DOMENIULUI PUBLIC",70,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:54",1639,1591,6,8,34,760,718,0,8,34,744,16,1730,970,25,207,224,21,11,13,83,6,13,4,113,12,12
40,VÂLCEA,"FOSTA ŞCOALĂ CU CLASELE I-IV BODEŞTI",163,BĂRBĂTEŞTI,168559,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:19:48",765,760,0,5,0,412,407,0,5,0,352,60,860,448,5,231,40,4,4,2,11,4,2,6,35,5,3
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-IV GIULEȘTII DE SUS",224,FÂRTĂŢEŞTI,169681,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:31:52",283,262,0,15,6,183,162,0,15,6,172,11,290,107,0,27,122,1,2,1,3,0,1,3,11,0,1
40,VÂLCEA,"FOSTA ȘCOALA CU CLASELE I-VIII OCNIŢA",156,"ORAŞ OCNELE MARI",168130,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:24:39",1439,1371,2,45,21,1015,949,0,45,21,956,59,1540,525,109,415,321,15,12,6,17,1,9,4,24,11,12
40,VÂLCEA,"FOSTA ŞCOALĂ DEJOI",221,FÂRTĂŢEŞTI,169681,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:08:51",454,370,0,61,23,293,209,0,61,23,260,33,410,117,4,61,118,5,26,5,4,1,3,2,26,2,3
