precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL PRO ROMÂNIA-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ALIANȚA USR PLUS-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL SOCIALIST ROMÂN-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL VERDE-voturi","MILITARU IONEL-voturi"
40,VÂLCEA,"FOSTA ŞCOALĂ NEMOIU",162,AMĂRĂŞTI,168309,4,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:25:24",655,602,0,22,31,435,382,0,22,31,404,31,700,265,3,144,185,14,4,1,19,3,4,2,20,3,2
40,VÂLCEA,"FOSTA ŞCOALĂ PERTEŞTI",356,ROŞIILE,172698,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:30:47",50,42,0,8,0,35,27,0,8,0,31,4,50,15,2,5,6,0,10,0,0,7,0,0,1,0,0
40,VÂLCEA,"FOSTA ŞCOALÃ RACU",306,MITROFANI,174520,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:38:38",240,225,0,11,4,186,171,0,11,4,161,25,250,64,8,110,30,4,1,0,8,0,0,0,0,0,0
40,VÂLCEA,"FOSTA ŞCOALA VERDEA",392,SUTEŞTI,173597,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:00:52",453,421,1,27,4,313,282,0,27,4,291,22,470,157,3,112,138,3,20,1,1,0,4,2,0,4,3
40,VÂLCEA,"FOSTUL LOCAL AL GRĂDINIŢEI CU PROGRAM NORMAL BODEŞTI, SAT BODEŞTI",158,ALUNU,168229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:42:48",306,299,0,7,0,184,177,0,7,0,166,18,330,146,6,51,73,1,4,2,16,1,1,2,7,2,0
40,VÂLCEA,"GRĂDINIȚA BULETA",294,MIHĂEŞTI,171325,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 11:30:33",1215,1205,0,9,1,605,595,0,9,1,555,50,1390,785,18,258,142,6,16,1,78,1,2,3,16,4,10
40,VÂLCEA,"GRĂDINIȚA CAPUL DEALULUI",104,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:09",787,776,1,10,0,326,316,0,10,0,308,18,860,534,14,131,62,28,5,3,18,2,3,3,30,8,1
40,VÂLCEA,"GRĂDINIŢA CĂZĂNEŞTI",89,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:54:40",988,979,0,9,0,392,383,0,9,0,375,17,1100,708,9,133,115,9,9,3,16,5,9,9,46,7,5
40,VÂLCEA,"GRĂDINIŢA CUMPENE",373,SLĂTIOARA,173061,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:43",418,407,0,11,0,216,205,0,11,0,195,21,450,234,7,143,18,2,3,0,7,7,0,1,4,2,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL IZVORU",203,CREŢENI,169306,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:06:36",471,466,0,4,1,288,283,0,4,1,270,18,520,232,2,108,117,2,10,0,4,1,1,2,21,1,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL LUNCA-CONTAINER MODULAR",180,BUJORENI,168880,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:32",629,619,0,8,2,400,390,0,8,2,340,60,680,280,3,47,32,5,8,186,8,1,2,4,40,3,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1- PARTER",133,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:15:07",985,971,2,9,3,321,309,0,9,3,300,21,1060,739,4,92,123,5,5,3,12,18,0,2,31,5,0
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL NR. 8",102,"MUNICIPIUL DRĂGĂŞANI",167981,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:57:16",558,544,0,14,0,364,350,0,14,0,305,59,610,246,4,176,30,27,0,50,2,3,2,4,4,2,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL ROȘIA",160,ALUNU,168229,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:59:13",482,469,0,13,0,334,321,0,13,0,313,21,520,186,5,252,23,2,2,2,8,4,0,7,7,1,0
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL SĂLIŞTE",282,MALAIA,171021,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 22:40:28",240,232,0,6,2,170,162,0,6,2,164,6,260,90,8,72,65,1,11,0,3,1,1,0,0,1,1
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL STREMINOASA",204,CREŢENI,169306,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:10:21",490,472,0,9,9,356,338,0,9,9,315,41,530,174,2,94,38,1,3,20,28,0,4,3,119,2,1
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ŢUŢURU",253,GRĂDIŞTEA,170346,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:48:36",1120,1030,0,43,47,736,646,0,43,47,653,83,1130,394,18,114,455,8,7,0,31,3,7,2,6,1,1
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM NORMAL ZGUBEA",355,ROŞIILE,172698,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:03:52",273,266,0,7,0,205,198,0,7,0,183,22,300,95,9,67,74,2,11,0,10,5,2,1,2,0,0
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT",134,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:34:44",1074,1064,1,8,1,333,324,0,8,1,320,13,1190,857,7,98,122,12,6,4,5,32,1,1,30,2,0
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”COZIA”",39,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:42:13",1125,1114,2,9,0,387,378,0,9,0,381,6,1150,763,9,129,105,14,9,0,60,6,5,6,28,5,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”COZIA”",38,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:10:18",1268,1252,7,7,2,473,464,0,7,2,465,8,1400,927,11,150,140,12,7,5,69,7,2,2,44,8,8
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",6,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:44:18",996,980,0,15,1,339,323,0,15,1,321,18,1130,791,9,94,92,8,12,4,31,7,2,1,51,4,6
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",7,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 10:42:02",1022,1008,0,14,0,343,329,0,14,0,331,12,1130,787,17,120,80,8,11,3,26,4,3,4,44,4,7
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT NORD II",8,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:35",956,948,2,6,0,331,325,0,6,0,325,6,1050,719,11,99,110,7,5,0,36,3,2,4,38,2,8
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 2",95,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:06:59",1300,1287,1,12,0,466,454,0,12,0,443,23,1450,984,14,165,110,33,12,5,42,5,1,0,26,25,5
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI I",59,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:49",1267,1255,0,12,0,430,418,0,12,0,415,15,1420,990,12,164,106,17,15,2,35,4,3,4,46,3,4
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",68,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:25:30",1053,1045,0,8,0,303,295,0,8,0,297,6,1180,877,5,117,77,16,3,0,32,3,0,3,36,2,3
40,VÂLCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT OSTROVENI II",69,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:54:18",1265,1252,1,10,2,391,379,0,10,2,378,13,1410,1019,14,145,97,15,12,0,32,5,2,5,41,7,3
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",66,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:22",1381,1369,1,11,0,449,438,0,11,0,436,13,1540,1091,18,149,127,12,5,1,46,5,4,7,52,6,4
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT OSTROVENI II",67,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:13:59",1333,1321,0,12,0,469,457,0,12,0,448,21,1480,1011,14,136,130,15,14,3,38,2,3,6,67,11,9
40,VÂLCEA,"GRĂDINIŢA DEZROBIŢI",230,FRÂNCEŞTI,169896,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:15:56",576,567,1,8,0,347,338,1,8,0,306,41,620,273,3,138,141,0,3,1,2,0,0,1,11,3,3
40,VÂLCEA,"GRĂDINIŢA DOBRUŞA DE SUS",399,ŞTEFĂNEŞTI,173748,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 08:42:32",520,477,0,33,10,360,317,0,33,10,311,49,550,190,14,140,87,10,48,2,3,0,0,1,6,0,0
40,VÂLCEA,"GRĂDINIŢA GRECI",284,MATEEŞTI,171067,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:54:36",498,465,0,7,26,315,282,0,7,26,287,28,510,195,4,143,68,7,7,0,7,2,0,0,49,0,0
40,VÂLCEA,"GRĂDINIŢA I.C. BRĂTIANU",96,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:32:47",886,874,0,12,0,362,350,0,12,0,322,40,1000,638,3,133,105,34,3,5,15,1,2,1,15,4,1
40,VÂLCEA,"GRĂDINIŢA IZBĂŞEŞTI",302,MILCOIU,171469,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:46:17",215,194,0,21,0,149,128,0,21,0,136,13,210,61,4,39,56,8,17,1,4,0,3,0,1,1,2
40,VÂLCEA,"GRĂDINIȚA MIHĂEȘTI",299,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:53",934,921,0,13,0,499,486,0,13,0,455,44,1020,521,16,228,95,4,5,3,88,0,4,4,4,4,0
40,VÂLCEA,"GRĂDINIŢA MILEŞTI",219,FĂUREŞTI,169583,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:36",547,506,0,29,12,341,300,0,29,12,314,27,570,229,4,56,209,5,19,2,11,0,1,0,3,0,4
40,VÂLCEA,"GRĂDINIŢA NEGRENI",228,FRÂNCEŞTI,169896,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:27",411,402,0,9,0,242,233,0,9,0,223,19,440,198,3,92,116,1,4,0,2,0,0,1,3,0,1
40,VÂLCEA,"GRĂDINIȚA NR.1 (PECO)",126,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:48:32",954,938,1,14,1,396,381,0,14,1,384,12,1110,714,4,162,90,26,2,4,19,1,2,6,50,7,11
40,VÂLCEA,"GRĂDINIȚA NR. 2 BLOCURI",127,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:49:34",1109,1084,1,15,9,591,566,1,15,9,567,24,1220,629,7,235,149,11,7,5,31,2,5,7,96,7,5
40,VÂLCEA,"GRĂDINIŢA RACOVIŢA",178,BUDEŞTI,168791,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:36:53",889,875,2,12,0,392,380,0,12,0,364,28,960,568,5,80,174,19,6,2,58,0,3,4,10,3,0
40,VÂLCEA,"GRĂDINIŢA ŞERBĂNEŞTI",397,ŞTEFĂNEŞTI,173748,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:01",707,663,1,27,16,475,432,0,27,16,420,55,750,275,14,146,87,77,62,5,8,2,4,1,10,3,1
40,VÂLCEA,"GRĂDINIŢA SILEA",320,ORLEŞTI,171879,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:04:20",884,860,1,7,16,499,476,0,7,16,449,50,940,441,7,160,210,4,12,2,5,2,8,0,34,2,3
40,VÂLCEA,"GRĂDINIŢA STUPĂREI",298,MIHĂEŞTI,171325,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:05:34",742,727,0,12,3,393,378,0,12,3,368,25,800,407,4,120,146,5,2,11,45,1,4,4,19,6,1
40,VÂLCEA,"GRĂDINIŢA ULMETU",195,COPĂCENI,169182,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:09",1160,1146,0,14,0,681,667,0,14,0,618,63,1270,589,16,463,81,11,10,3,6,1,15,2,8,0,2
40,VÂLCEA,"GRĂDINIŢA VALEA MARE",421,"VALEA MARE",174085,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:55:17",541,506,0,28,7,353,319,0,28,6,324,29,570,217,24,146,134,4,2,2,4,0,1,1,6,0,0
40,VÂLCEA,"GRĂDINIŢA VIIŞOARA",232,FRÂNCEŞTI,169896,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:42:12",243,229,0,14,0,168,154,0,14,0,154,14,250,82,2,68,76,0,5,0,3,0,0,0,0,0,0
40,VÂLCEA,"GRUP ȘCOLAR PREDA BUZESCU",129,"ORAŞ BERBEŞTI",168602,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:15:28",952,921,0,18,13,538,507,0,18,13,492,46,1020,482,10,167,203,13,8,3,13,7,4,5,37,10,12
40,VÂLCEA,"LICEUL CONSTANTIN BRÂNCOVEANU",147,"ORAŞ HOREZU",168041,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:25",1217,1198,1,15,3,679,661,0,15,3,636,43,1330,651,18,246,205,20,13,3,58,3,1,1,39,11,18
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",13,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:16:28",834,822,0,12,0,267,255,0,12,0,260,7,930,663,13,64,90,4,8,2,28,1,3,4,38,3,2
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",10,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:09:45",1012,1001,0,11,0,329,318,0,11,0,323,6,1150,821,6,102,101,14,13,0,35,2,3,4,35,4,4
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",11,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:35:04",1021,1013,1,7,0,380,373,0,7,0,361,12,1130,757,6,119,122,5,11,0,41,6,3,1,40,1,6
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",12,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:08:26",1246,1234,1,11,0,406,395,0,11,0,388,7,1360,965,24,127,104,11,15,7,27,3,5,6,44,10,5
40,VÂLCEA,"LICEUL DE ARTE VICTOR GIULEANU",9,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 06:11:18",1046,1037,0,9,0,349,340,0,9,0,341,1,1150,797,7,101,106,10,6,3,42,5,5,4,38,9,5
40,VÂLCEA,"LICEUL”GEORGE ŢĂRNEA” BĂBENI",107,"ORAŞ BĂBENI",168372,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 13:50:55",1145,1135,0,10,0,537,527,0,10,0,523,14,1260,723,16,249,161,6,6,6,17,6,2,3,23,22,6
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",3,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:59:54",1284,1271,2,10,1,450,439,0,10,1,429,21,1460,1010,6,151,128,10,14,1,40,3,2,3,58,6,7
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",4,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:40:59",1243,1236,1,6,0,353,346,1,6,0,336,17,1370,1017,8,110,94,7,13,2,31,1,2,8,49,6,5
40,VÂLCEA,"LICEUL SANITAR ”ANTIM IVIREANU”",5,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:48:41",1228,1216,1,11,0,425,414,0,11,0,412,13,1370,945,13,129,112,5,5,2,47,3,5,4,66,6,15
40,VÂLCEA,"LICEUL TEHNOLOGIC BĂILE GOVORA",115,"ORAŞ BĂILE GOVORA",167641,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:51",995,955,2,23,15,639,600,1,23,15,602,37,1040,401,15,196,168,12,34,2,27,3,3,2,111,21,8
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",94,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:09:49",414,401,0,13,0,414,401,0,13,0,391,23,1490,1076,11,183,75,26,5,3,39,3,1,4,29,5,7
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU",93,"MUNICIPIUL DRĂGĂŞANI",167981,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:14:01",1431,1420,1,10,0,465,455,0,10,0,448,17,1580,1115,13,189,114,36,7,3,34,2,1,6,31,9,3
40,VÂLCEA,"LICEUL TEHNOLOGIC BRĂTIANU - ȘCOALA PROFESIONALĂ",100,"MUNICIPIUL DRĂGĂŞANI",167981,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:57:02",1199,1190,0,9,0,542,533,0,9,0,445,97,1330,788,19,154,86,61,13,65,21,2,2,3,16,2,1
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",42,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:20",1023,1010,2,11,0,511,499,1,11,0,471,40,1150,639,12,119,123,16,12,10,33,3,8,5,121,5,4
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",40,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:01:28",1063,1049,0,14,0,401,387,0,14,0,392,9,1180,779,14,133,124,6,9,0,64,3,1,5,18,6,9
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEŞOIANU”",41,"MUNICIPIUL RÂMNICU VÂLCEA",167473,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:52:33",999,988,3,8,0,406,396,2,8,0,402,4,1120,714,15,113,142,4,7,5,51,4,4,4,28,14,11
40,VÂLCEA,"LICEUL TEHNOLOGIC ”CĂPITAN NICOLAE PLEȘOIANU”",43,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 04:04:35",967,956,2,9,0,409,400,0,9,0,368,41,1090,681,30,125,89,4,3,3,17,5,3,11,70,4,4
40,VÂLCEA,"LICEUL TEHNOLOGIC DE TURISM CĂLIMĂNEŞTI (SALĂ CANTINĂ RESTAURANT)",138,"ORAŞ CĂLIMĂNEŞTI",167909,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:03:36",904,898,1,5,0,391,386,0,5,0,373,18,990,599,5,129,109,4,14,1,24,15,2,5,53,7,5
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",60,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:17:04",817,806,1,10,0,255,245,0,10,0,242,13,970,715,4,96,49,5,7,4,28,3,0,1,32,8,5
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",61,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:53:56",749,742,0,5,2,232,225,0,5,2,220,12,850,618,8,78,49,7,3,2,26,0,0,2,34,3,8
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",64,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:24:57",837,826,4,7,0,281,274,0,7,0,274,7,940,659,7,100,69,6,10,1,39,3,1,5,25,4,4
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",63,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:26:41",1216,1208,0,8,0,414,406,0,8,0,393,21,1350,936,8,134,89,8,13,4,35,3,8,3,73,13,2
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",65,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:11:04",837,824,0,13,0,258,245,0,13,0,251,7,950,692,5,96,64,5,2,0,39,2,3,1,27,4,3
40,VÂLCEA,"LICEUL TEHNOLOGIC FERDINAND I",62,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:37:10",871,859,0,12,0,290,278,0,12,0,281,9,970,680,9,89,84,4,9,2,21,2,0,6,44,7,4
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",20,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:59:55",866,857,0,9,0,290,281,0,9,0,280,10,980,690,13,70,98,4,4,3,40,2,3,1,26,10,6
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",19,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:19:28",913,886,2,10,15,346,321,0,10,15,339,7,1030,684,14,120,105,5,11,2,40,3,3,6,18,10,2
40,VÂLCEA,"LICEUL TEHNOLOGIC FORESTIER",18,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:24:15",966,958,2,6,0,353,347,0,6,0,345,8,1090,737,10,98,121,16,5,2,44,3,3,4,26,6,7
40,VÂLCEA,"LICEUL TEHNOLOGIC JUSTINIAN MARINA",117,"ORAŞ BĂILE OLĂNEŞTI",167696,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:55:19",1542,1518,0,15,9,886,862,0,15,9,821,65,1710,824,20,453,149,22,16,2,66,12,4,2,64,3,8
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",120,"ORAŞ BĂLCEŞTI",168452,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 02:56:12",1039,1019,0,19,1,535,515,0,19,1,508,27,1190,655,33,148,272,11,9,1,14,2,1,2,11,1,3
40,VÂLCEA,"LICEUL TEHNOLOGIC PETRACHE POENARU",121,"ORAŞ BĂLCEŞTI",168452,3,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:13:59",832,823,2,6,1,383,376,0,6,1,355,28,910,527,16,98,199,16,5,2,12,1,1,2,3,0,0
40,VÂLCEA,"LICEUL TEORETIC",286,MĂCIUCA,171101,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:50:48",881,779,2,93,7,623,523,0,93,7,557,66,900,277,12,200,310,4,3,2,4,3,4,3,10,1,1
40,VÂLCEA,"LICEUL TEORETIC VIRGIL IERUNCA LĂDEȘTI",267,LĂDEŞTI,170685,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 05:41:37",842,713,1,85,43,598,477,0,82,39,545,53,810,212,31,235,146,20,18,1,6,4,7,2,70,3,2
40,VÂLCEA,"LOCALUL PRIMĂRIEI VOINEASA",428,VOINEASA,174254,2,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 03:33:22",675,665,0,5,5,412,402,0,5,5,377,35,760,348,23,168,121,10,4,0,19,4,3,3,14,4,4
40,VÂLCEA,"OCOLUL SILVIC LOVIŞTEA",347,RACOVIŢA,172509,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-27 23:34:26",137,125,0,12,0,119,107,0,12,0,115,4,140,21,0,34,19,1,0,59,2,0,0,0,0,0,0
40,VÂLCEA,"PASAJ PIETONAL",35,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 00:53:31",827,819,0,8,0,304,296,0,8,0,296,8,819,512,11,85,82,7,5,5,59,1,4,1,26,3,7
40,VÂLCEA,"PASAJ PIETONAL",36,"MUNICIPIUL RÂMNICU VÂLCEA",167473,1,PROV,PRCNCT,CJ,CJ_SV,"2020-09-28 01:47:37",706,687,3,16,0,238,221,1,16,0,233,5,780,542,5,81,79,4,4,0,32,0,2,0,16,6,4
