county_nce,county_name,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,g1.1,g1.2,g1.3,g4,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-1","PARTIDUL NAȚIONAL LIBERAL-mandate-faza-2","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-1","PARTIDUL SOCIAL DEMOCRAT-mandate-faza-2","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-voturi","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-1","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-1","PARTIDUL MIȘCAREA POPULARĂ-mandate-faza-2","PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL PRO ROMÂNIA-mandate-faza-1","PARTIDUL PRO ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-faza-2","UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-1","UNIUNEA SALVAȚI ROMÂNIA-mandate-faza-2","ALIANȚA USR PLUS-voturi","ALIANȚA USR PLUS-mandate-faza-1","ALIANȚA USR PLUS-mandate-faza-2","VÎLCEANU GHEORGHE-voturi","VÎLCEANU GHEORGHE-mandate-faza-1","VÎLCEANU GHEORGHE-mandate-faza-2","NEAGOE VASILE-voturi","NEAGOE VASILE-mandate-faza-1","NEAGOE VASILE-mandate-faza-2","PARTIDUL NEAMUL ROMÂNESC-voturi","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-1","PARTIDUL NEAMUL ROMÂNESC-mandate-faza-2","PARTIDUL VERDE-voturi","PARTIDUL VERDE-mandate-faza-1","PARTIDUL VERDE-mandate-faza-2","PARTIDUL MIȘCAREA POPULARĂ-mandate-g9","ALIANȚA USR PLUS-mandate-g9","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-voturi","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-1","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-faza-2","ASOCIAȚIA PARTIDA ROMILOR “PRO-EUROPA”-mandate-g8","PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE-mandate-g9","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-1","PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT-mandate-faza-2","HOGEA GHEORGHE-AURELIAN-voturi","HOGEA GHEORGHE-AURELIAN-mandate-faza-1","HOGEA GHEORGHE-AURELIAN-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-faza-2","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-mandate-g8","PARTIDUL SOCIALIST ROMÂN-voturi","PARTIDUL SOCIALIST ROMÂN-mandate-faza-1","PARTIDUL SOCIALIST ROMÂN-mandate-faza-2","UNGUREANU DĂNUŢ-voturi","UNGUREANU DĂNUŢ-mandate-faza-1","UNGUREANU DĂNUŢ-mandate-faza-2","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-voturi","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-1","PARTIDUL ADER LA DEMOCRAŢIE, EDUCAŢIE ŞI RECONSTRUCŢIE-mandate-faza-2","PARTIDUL ROMÂNIEI EUROPENE-voturi","PARTIDUL ROMÂNIEI EUROPENE-mandate-faza-1","PARTIDUL ROMÂNIEI EUROPENE-mandate-faza-2","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-voturi","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-1","PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL)-mandate-faza-2","PARTIDUL NOUA DREAPTĂ-voturi","PARTIDUL NOUA DREAPTĂ-mandate-faza-1","PARTIDUL NOUA DREAPTĂ-mandate-faza-2","PARTIDUL DREAPTA LIBERALĂ-voturi","PARTIDUL DREAPTA LIBERALĂ-mandate-faza-1","PARTIDUL DREAPTA LIBERALĂ-mandate-faza-2","LUPULESCU SORIN-voturi","LUPULESCU SORIN-mandate-faza-1","LUPULESCU SORIN-mandate-faza-2","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-mandate-g8","PREDESCU GHEORGHE EUGEN-voturi","PREDESCU GHEORGHE EUGEN-mandate-faza-1","PREDESCU GHEORGHE EUGEN-mandate-faza-2","MARINCHESCU SEBASTIAN-VALTER-voturi","MARINCHESCU SEBASTIAN-VALTER-mandate-faza-1","MARINCHESCU SEBASTIAN-VALTER-mandate-faza-2","MAVLEA ION-voturi","MAVLEA ION-mandate-faza-1","MAVLEA ION-mandate-faza-2","VEVERIŢĂ DUMITRU-voturi","VEVERIŢĂ DUMITRU-mandate-faza-1","VEVERIŢĂ DUMITRU-mandate-faza-2","UNIUNEA SÂRBILOR DIN ROMÂNIA-voturi","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-1","UNIUNEA SÂRBILOR DIN ROMÂNIA-mandate-faza-2"
27,MEHEDINŢI,BÂCLEŞ,110571,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:43:53",1597,1308,1,135,153,1210,921,1,135,153,1170,40,1792,555,58,81,93,100,1039,10,0,68,0,1,3,0,0,57,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BALA,110296,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:04:17",3248,3062,0,176,10,2353,2167,0,176,10,2095,110,3500,1295,104,146,167,155,929,5,1,388,2,0,149,0,1,74,0,0,149,0,1,276,1,1,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BĂLĂCIŢA,110535,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:28:05",2397,2039,0,251,107,1637,1279,0,251,107,1546,78,2500,876,77,108,123,133,215,1,1,907,6,1,152,1,0,195,1,0,68,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BALTA,110456,1,FINAL,UAT,CL,CL_CE,"2020-09-28 16:18:06",1301,829,1,460,11,1113,642,0,460,11,1070,43,1481,368,53,74,85,1118,110,0,1,338,2,1,92,0,1,368,3,0,85,0,1,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BÂLVĂNEŞTI,110688,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:05:07",883,719,0,156,8,699,535,0,156,8,654,45,1000,301,32,45,52,65,293,4,0,297,4,1,30,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BRANIŞTEA,114060,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:36:29",1560,1369,0,87,104,1128,937,0,87,104,1083,45,1800,672,54,75,86,94,157,1,1,787,8,0,0,0,0,44,0,0,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BREZNIŢA-MOTRU,110740,1,FINAL,UAT,CL,CL_CE,"2020-09-28 03:37:54",1184,1006,0,81,97,844,668,0,81,95,804,40,1283,439,40,56,64,85,517,6,0,127,1,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BREZNIŢA-OCOL,110820,1,FINAL,UAT,CL,CL_CE,"2020-09-28 04:58:16",3339,3320,3,16,0,1749,1733,0,16,0,1673,76,3700,1951,83,117,133,122,175,1,0,1276,10,1,143,1,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BROŞTENI,110875,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:24:23",2459,2285,0,113,61,1670,1496,0,113,61,1600,70,2600,930,80,112,128,122,389,3,0,961,7,1,0,0,0,72,0,0,71,0,0,0,0,0,0,0,0,50,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,"BURILA MARE",110946,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:00:15",1741,1641,6,40,54,975,878,4,40,53,892,83,1900,925,44,62,71,76,119,1,1,424,5,1,69,0,1,118,1,0,19,0,0,0,0,0,0,0,0,30,0,0,0,0,0,113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,BUTOIEŞTI,111006,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:21:02",2780,2263,0,432,85,2111,1594,0,432,85,2028,83,3200,1089,101,141,162,143,1102,7,1,654,4,0,47,0,0,111,0,1,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,CĂZĂNEŞTI,111097,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:20:37",1971,1714,0,256,1,1437,1180,0,256,1,1341,96,2100,663,67,93,107,113,280,2,0,571,5,0,100,0,1,28,0,0,302,2,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,CIREŞU,111220,1,FINAL,UAT,CL,CL_CE,"2020-09-28 06:35:41",499,389,0,100,10,389,279,0,100,10,370,19,600,211,18,25,29,41,136,3,0,185,4,1,0,0,0,28,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,CORCOVA,111275,1,FINAL,UAT,CL,CL_CE,"2020-09-28 09:45:55",5023,4618,4,354,47,3453,3050,2,354,47,3239,214,5477,2024,161,226,259,195,1487,7,1,873,4,0,53,0,0,106,0,0,395,2,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,CORLĂŢEL,111417,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:18:18",1111,1017,4,74,16,739,649,0,74,16,710,29,1200,461,35,49,56,74,151,2,0,458,6,0,0,0,0,12,0,0,62,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,CUJMIR,111444,1,FINAL,UAT,CL,CL_CE,"2020-09-28 07:53:40",3007,2676,1,177,153,2023,1694,0,177,152,1950,73,3200,1156,97,136,156,144,1142,7,1,736,5,0,16,0,0,25,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,DÂRVARI,111550,2,FINAL,UAT,CL,CL_CE,"2020-10-02 12:26:22",2134,1946,0,78,110,1489,1301,0,78,110,1427,62,2400,911,71,99,114,129,53,0,0,1277,9,2,56,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,DEVESEL,111480,2,FINAL,UAT,CL,CL_CE,"2020-10-02 12:42:04",2779,2159,3,453,164,2069,1451,1,453,164,1943,113,3000,942,97,136,155,158,935,5,1,669,4,0,7,0,0,90,0,0,143,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,DUBOVA,112904,1,FINAL,UAT,CL,CL_CE,"2020-09-29 19:49:33",919,817,1,70,31,590,490,0,70,30,566,24,982,392,28,39,45,60,324,5,0,139,2,0,0,0,0,24,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,DUMBRAVA,111587,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:38:44",1286,1050,1,157,78,926,691,0,157,78,863,63,1380,454,43,60,69,30,155,1,1,589,6,0,0,0,0,68,0,1,40,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,EŞELNIŢA,112245,1,FINAL,UAT,CL,CL_CE,"2020-09-28 08:42:22",2390,2366,4,13,7,1374,1354,0,13,7,1297,77,2700,1326,64,90,103,117,250,2,0,394,3,0,0,0,0,139,1,0,304,2,1,0,0,0,0,0,0,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,FLOREŞTI,111685,1,FINAL,UAT,CL,CL_CE,"2020-09-28 05:11:52",2314,2181,0,56,77,1514,1381,0,56,77,1448,66,2500,986,72,101,115,121,281,2,0,1053,8,1,50,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,"GÂRLA MARE",111783,1,FINAL,UAT,CL,CL_CE,"2020-09-28 10:14:22",2898,2623,2,174,99,1358,1084,1,174,99,1234,124,3100,1742,61,86,98,85,419,5,0,497,6,0,33,0,0,112,1,0,56,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,GODEANU,111818,1,FINAL,UAT,CL,CL_CE,"2020-09-28 15:09:13",702,455,2,241,4,593,346,2,241,4,564,29,800,207,28,39,45,62,93,1,1,130,2,0,0,0,0,67,1,0,274,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,GOGOŞU,111863,1,FINAL,UAT,CL,CL_CE,"2020-09-29 12:08:49",3496,3087,10,239,160,1920,1527,0,239,154,1827,93,3800,1880,91,127,146,138,203,1,0,1489,10,1,0,0,0,110,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,MEHEDINŢI,GRECI,111916,1,FINAL,UAT,CL,CL_CE,"2020-09-28 13:26:48",1215,924,2,143,146,868,590,0,143,135,819,39,1200,342,40,57,65,86,242,2,1,371,4,0,117,1,0,51,0,1,27,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
